Index,Interpretation A,m/z A,m/z B,Interpretation B,CorrelationScore,NormalisedScore,MassDeviation
138,b4-(HCOH)(1+),396.55,427.01,y7-2(H2O)(2+),11592.04700257365,313.4543898439306,0.699
139,bi(3-7)-2(NH3)-(HCOH)(1+),480.17,511.58,y4-2(H2O)-(HCOH)(1+),4934.793491455261,312.7094271497645,0.774
,a5-(H2O)(1+),480.17,511.58,y4-2(H2O)-(HCOH)(1+),4934.793491455261,312.7094271497645,0.775
,b5-(CH2S)(1+),480.17,511.58,y4-2(H2O)-(HCOH)(1+),4934.793491455261,312.7094271497645,0.778
,ai(3-7)-2(H2O)(1+),480.17,511.58,y4-2(H2O)-(HCOH)(1+),4934.793491455261,312.7094271497645,0.781
140,,543.16,567.0,,2304.2351849674383,312.65766716018743,
141,y3-2(NH3)(2+),194.85,608.37,ai(3-8)-2(NH3)-(HCOH)(1+),2133.2562431582055,312.4652471953401,0.231
,y3-2(NH3)(2+),194.85,608.37,b6-(NH3)(1+),2133.2562431582055,312.4652471953401,0.238
,b2(1+),194.85,608.37,ai(3-8)-2(NH3)-(HCOH)(1+),2133.2562431582055,312.4652471953401,0.261
,bi(7-8)-2(NH3)-(HN=C=NH)(1+),194.85,608.37,b6-(NH3)(1+),2133.2562431582055,312.4652471953401,0.732
142,bi(6-10)(2+),313.28,498.15,a5(1+),2914.4231842976005,312.04472779979835,0.13
,y5-2(H2O)-(HCOH)(2+),313.28,498.15,a5(1+),2914.4231842976005,312.04472779979835,0.134
,b6(2+),313.28,498.15,ai(7-10)(1+),2914.4231842976005,312.04472779979835,0.255
143,,571.74,691.25,,4209.127100268063,311.7249562569603,
144,b3-(H2O)-(CH3SH)(1+),260.45,384.87,ai(4-7)(1+),2711.0487195080773,310.97886544912757,0.514
,b3-(H2O)-(CH3SH)(1+),260.45,384.87,ai(4-10)-(HCOH)(2+),2711.0487195080773,310.97886544912757,0.666
,b3-(NH3)-(CH3SH)(1+),260.45,384.87,ai(4-7)(1+),2711.0487195080773,310.97886544912757,0.785
145,,526.26,757.17,,1990.6455004100558,310.9446888327582,
